epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,573.539,1.29249,2.98469,1.74117,0.53376,0.57301,0.48799,0.34521,1.32393,2.68563,1.76303,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,915.873,1.2328,2.20128,1.6704,0.50494,0.57763,0.50916,0.33098,1.48312,2.17166,1.91253,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,984.234,1.30004,2.08645,1.73194,0.21929,0.40825,0.31102,0.16285,1.68528,2.7285,2.22412,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,1052.71,1.32659,2.02976,1.75955,0.49821,0.59908,0.52421,0.30473,1.68454,1.89268,2.23794,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,1401.92,1.28222,1.90507,1.71903,0.42296,0.52328,0.48891,0.30104,1.65972,2.10165,2.16158,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,1486.48,1.24476,1.82081,1.68133,0.51668,0.56627,0.5602,0.35227,1.46545,1.64976,1.91272,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,1554.05,1.20901,1.74728,1.64755,0.51549,0.66252,0.58581,0.43973,1.20355,1.38993,1.60039,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1621.54,1.17733,1.66844,1.61894,0.5458,0.70865,0.65706,0.47709,1.14187,1.20987,1.50531,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1689.06,1.15398,1.6326,1.59995,0.54341,0.72547,0.66821,0.49262,1.13997,1.21235,1.55196,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1756.24,1.13279,1.60057,1.58857,0.60723,0.71395,0.67515,0.49819,1.10551,1.14084,1.48549,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1823.67,1.12743,1.57778,1.57738,0.62682,0.7441,0.68489,0.49772,1.13623,1.11541,1.51216,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1892.17,1.11,1.51592,1.55705,0.6227,0.7501,0.68017,0.48851,1.16305,1.11406,1.54265,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,2199.73,1.08834,1.5016,1.54345,0.62796,0.73586,0.68615,0.51523,1.06639,1.09136,1.4544,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,2485.42,1.08997,1.49698,1.54467,0.60659,0.74261,0.68299,0.48634,1.18943,1.16067,1.55052,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,2688.16,1.07232,1.46476,1.52979,0.65165,0.7791,0.71225,0.52884,1.07344,1.04167,1.43128,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2914.54,1.06065,1.43848,1.51818,0.64031,0.7534,0.7101,0.53693,1.04227,1.02494,1.42868,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,3040.73,1.04464,1.39568,1.50454,0.69948,0.78708,0.73917,0.55128,1.06203,0.97795,1.40831,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,3109.34,1.0475,1.38596,1.50354,0.69372,0.76966,0.74467,0.56027,1.02802,0.96956,1.37836,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,3177.63,1.03923,1.36369,1.49793,0.6888,0.76863,0.73758,0.55304,1.03384,0.95184,1.39503,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,3245.93,1.02074,1.33847,1.47809,0.75274,0.7528,0.73696,0.55226,0.9993,0.95352,1.37817,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,3314.29,1.02433,1.32824,1.48041,0.72254,0.76585,0.76764,0.58278,1.00515,0.9399,1.37257,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,3382.28,1.02902,1.33219,1.48421,0.74357,0.76235,0.7422,0.56265,1.00232,0.94115,1.36135,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,3449.85,1.00105,1.29086,1.46741,0.74106,0.78901,0.75087,0.55535,1.03989,0.96181,1.38001,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3517.95,0.99631,1.2717,1.46003,0.72392,0.77691,0.74947,0.56302,1.03819,0.91409,1.38275,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3586.27,1.0004,1.27163,1.46065,0.72316,0.78375,0.76037,0.57536,0.99224,0.89267,1.35394,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3692.93,1.00344,1.27631,1.46039,0.70936,0.79734,0.7623,0.57477,1.00358,0.9004,1.34864,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4046.14,0.99163,1.25621,1.45399,0.71333,0.78488,0.76087,0.57634,1.00584,0.88076,1.36262,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4306.12,0.98602,1.2428,1.45141,0.7335,0.81307,0.77231,0.58507,0.98143,0.86528,1.34324,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4374.46,0.96864,1.22491,1.43094,0.73088,0.78485,0.76136,0.5839,0.95153,0.88293,1.29875,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4470.99,0.96822,1.21106,1.43443,0.74269,0.7866,0.75928,0.58214,0.97878,0.88505,1.32291,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4731.2,0.97113,1.21779,1.43008,0.76611,0.80548,0.77734,0.59626,0.97061,0.83935,1.31758,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4852.72,0.96312,1.19619,1.42356,0.74894,0.83041,0.78272,0.5891,0.9477,0.83859,1.31803,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4931.07,0.95828,1.17019,1.41696,0.76544,0.78825,0.77478,0.59698,0.9458,0.83024,1.30631,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5004.15,0.95129,1.17259,1.41558,0.79454,0.81234,0.78689,0.6029,0.95058,0.83022,1.30365,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5073.72,0.9652,1.17335,1.42522,0.77618,0.79967,0.77914,0.60174,0.93672,0.8092,1.27984,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5147.63,0.94679,1.14863,1.40847,0.75979,0.83123,0.78665,0.59461,0.93863,0.80992,1.28396,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5215.67,0.95036,1.14306,1.41068,0.74706,0.82324,0.7843,0.59124,0.94152,0.82096,1.28456,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5283.74,0.93544,1.13253,1.4029,0.79007,0.7776,0.77684,0.60759,0.92132,0.81784,1.26529,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5351.91,0.93532,1.12644,1.40077,0.79484,0.78365,0.78019,0.60781,0.91045,0.8108,1.26403,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5420.14,0.94314,1.12285,1.40204,0.76722,0.80301,0.78479,0.60601,0.92435,0.79261,1.26956,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,5495.07,0.92216,1.11109,1.38632,0.78531,0.79822,0.78279,0.60316,0.9424,0.82362,1.28584,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,5563.58,0.93374,1.11491,1.39804,0.77907,0.80455,0.7886,0.61174,0.93854,0.81149,1.28812,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,5640.32,0.92646,1.08647,1.38313,0.77925,0.81064,0.79197,0.60911,0.92613,0.80232,1.26791,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,5708.45,0.92055,1.07766,1.38515,0.79015,0.7964,0.79847,0.61946,0.92471,0.79467,1.27722,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,5776.69,0.91164,1.06696,1.38114,0.78937,0.80839,0.80056,0.62446,0.92007,0.76573,1.25472,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,5845.29,0.91364,1.0753,1.37336,0.79369,0.81404,0.81087,0.62235,0.92002,0.78195,1.26233,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,5913.98,0.91004,1.05408,1.37677,0.77023,0.82603,0.7983,0.62037,0.91244,0.77172,1.25761,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,5984.73,0.89544,1.03779,1.36427,0.77122,0.82149,0.79322,0.61706,0.89807,0.77001,1.2452,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,6057.88,0.90429,1.05414,1.36609,0.77199,0.81224,0.80255,0.61781,0.91926,0.77342,1.26974,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,6126.49,0.90688,1.035,1.36926,0.75524,0.84364,0.81171,0.62448,0.91033,0.75854,1.25734,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,6194.7,0.89956,1.03472,1.36544,0.78591,0.81779,0.80337,0.62518,0.90767,0.77956,1.25627,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,6262.58,0.89142,1.01947,1.3626,0.80719,0.80256,0.79984,0.62383,0.92797,0.76149,1.26993,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,6333.17,0.89563,1.0179,1.35749,0.79425,0.79562,0.79226,0.6218,0.91087,0.76006,1.25689,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
