epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,296.752,1.30158,2.98872,1.74988,0.24432,0.35542,0.2425,0.14906,1.58939,3.38714,2.18412,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,366.003,1.23717,2.21344,1.68469,0.55565,0.55874,0.52637,0.32363,1.47346,2.31418,1.90043,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,433.863,1.30185,2.08964,1.74324,0.37357,0.50515,0.35345,0.16817,1.74077,2.18724,2.2146,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,501.978,1.32736,2.03824,1.76361,0.48067,0.50853,0.47579,0.24922,1.7123,1.95651,2.21435,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,569.334,1.27371,1.88986,1.70798,0.32023,0.44656,0.33829,0.18901,1.84584,2.25157,2.4588,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,636.401,1.23636,1.81086,1.67802,0.51176,0.65942,0.5629,0.41059,1.26178,1.55555,1.69746,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,703.425,1.20651,1.74903,1.65145,0.50851,0.65561,0.57226,0.41149,1.29705,1.42459,1.69581,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,770.296,1.17121,1.67607,1.62566,0.5588,0.6768,0.61351,0.44621,1.18169,1.27366,1.5818,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,866.197,1.15059,1.63258,1.60308,0.58619,0.72607,0.64659,0.48152,1.12042,1.18669,1.51129,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1108.59,1.13655,1.59824,1.59611,0.61654,0.73385,0.66204,0.45788,1.15479,1.16956,1.56726,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
