epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,79.0962,1.3566,3.56323,1.81369,0.1538,0.15468,0.13671,0.08023,1.52975,3.93691,2.06934,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599
2,142.319,1.19369,2.7547,1.68379,0.43341,0.44257,0.3959,0.27672,1.36822,2.93824,1.84932,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747
3,205.14,1.09781,2.17786,1.57759,0.49179,0.55043,0.49294,0.34153,1.33404,2.5286,1.79604,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695
4,267.906,1.0621,1.95919,1.52513,0.5879,0.59468,0.54819,0.39554,1.23187,2.11252,1.63594,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,330.768,1.02311,1.77218,1.48661,0.58138,0.64095,0.59878,0.4367,1.19953,1.85399,1.61047,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,400.502,0.99522,1.63092,1.45633,0.61435,0.65099,0.6074,0.4355,1.21821,1.75453,1.5983,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,474.927,0.98925,1.55959,1.44811,0.64305,0.678,0.64127,0.46569,1.18583,1.5899,1.55965,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,578.151,0.97437,1.47956,1.43174,0.67702,0.6341,0.64288,0.4654,1.18892,1.55926,1.54951,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,642.146,0.95245,1.40461,1.41239,0.66374,0.67835,0.65845,0.47977,1.16428,1.45781,1.54796,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,704.752,0.93974,1.36752,1.40281,0.6805,0.70897,0.67136,0.50226,1.10202,1.3329,1.48759,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,766.827,0.94289,1.34139,1.40605,0.68897,0.67369,0.67398,0.50496,1.11276,1.3231,1.48533,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,829.547,0.94423,1.31686,1.40486,0.68952,0.68294,0.68704,0.51768,1.09348,1.26032,1.45351,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,891.686,0.9248,1.26389,1.38564,0.69406,0.71353,0.7011,0.51889,1.09951,1.22155,1.46951,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,953.697,0.90858,1.23,1.37501,0.73674,0.68209,0.71171,0.52957,1.07787,1.1819,1.41807,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,1015.5,0.91417,1.21008,1.37039,0.73182,0.69174,0.71258,0.52997,1.07602,1.16361,1.42757,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,1077.37,0.90742,1.18048,1.37346,0.72929,0.70068,0.71974,0.53544,1.08728,1.13699,1.43259,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,1139.16,0.89257,1.17127,1.35905,0.71478,0.72881,0.72902,0.54266,1.06192,1.10835,1.42115,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,1201.07,0.8917,1.1312,1.35235,0.7325,0.71369,0.73126,0.54935,1.07007,1.10612,1.42349,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,1263.06,0.8848,1.1156,1.34591,0.71453,0.70896,0.72283,0.54423,1.06048,1.09626,1.42478,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
20,1325.17,0.87897,1.11499,1.34903,0.7313,0.70951,0.73495,0.54419,1.06909,1.06645,1.41876,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
21,1435.56,0.88236,1.08624,1.34571,0.72321,0.73254,0.73325,0.54713,1.06328,1.06675,1.42406,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
22,1636.86,0.87137,1.06626,1.34046,0.71138,0.73393,0.7362,0.55736,1.05131,1.04594,1.41584,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
23,1698.88,0.85555,1.04625,1.32543,0.72934,0.73649,0.73981,0.55793,1.04064,1.00787,1.38478,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
24,1760.56,0.86484,1.03921,1.32766,0.74301,0.73748,0.74583,0.55913,1.04007,1.01199,1.38581,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
25,1822.2,0.86336,1.0333,1.32245,0.74155,0.72631,0.74379,0.55817,1.05066,1.02446,1.40211,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
26,1886.16,0.85362,1.01258,1.32291,0.74676,0.73152,0.7464,0.56121,1.04441,1.00951,1.39017,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
27,1948.03,0.85329,1.01019,1.32111,0.73894,0.73234,0.75663,0.57174,1.03458,0.98575,1.37271,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
28,2009.97,0.84194,0.99967,1.31292,0.76222,0.72378,0.75733,0.56967,1.03583,0.96751,1.37679,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
29,2071.56,0.83919,0.97502,1.30798,0.75839,0.73981,0.75172,0.56671,1.03962,0.96808,1.37963,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
30,2133.77,0.82516,0.9696,1.30233,0.75382,0.74476,0.75774,0.57519,1.02503,0.96987,1.36223,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
31,2195.66,0.83734,0.97397,1.30776,0.76951,0.7509,0.76455,0.58298,1.01439,0.92748,1.3496,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
32,2257.24,0.82861,0.9542,1.2976,0.75453,0.76285,0.76677,0.58476,1.02182,0.93501,1.35285,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
33,2318.65,0.82248,0.93413,1.29005,0.7662,0.74065,0.76025,0.57677,1.02823,0.94113,1.35918,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
34,2380.38,0.82754,0.93186,1.2966,0.75972,0.75443,0.76754,0.58304,1.01883,0.93272,1.35307,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
35,2442.03,0.81225,0.92389,1.28628,0.75611,0.75436,0.76549,0.58545,1.00832,0.92036,1.3406,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
36,2503.58,0.80608,0.91621,1.28391,0.76762,0.74574,0.76417,0.58079,1.01477,0.92806,1.34801,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
37,2565.47,0.80516,0.90111,1.27807,0.75814,0.74964,0.76764,0.58438,1.01294,0.9104,1.34613,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
38,2626.81,0.79973,0.8994,1.27284,0.75937,0.75382,0.76605,0.58327,1.00642,0.91817,1.34486,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
39,2688.43,0.79872,0.88651,1.27257,0.75572,0.76402,0.76887,0.58756,1.00166,0.90859,1.33786,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
40,2750.2,0.79854,0.8818,1.27376,0.77056,0.75479,0.77569,0.59185,1.01057,0.89976,1.34907,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
41,2811.01,0.83655,0.79935,1.34189,0.76395,0.76,0.77031,0.5868,1.004,0.91847,1.33803,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
42,2868.31,0.81049,0.7382,1.31703,0.76256,0.76885,0.77592,0.59453,0.99241,0.90665,1.32459,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
43,2926.09,0.80074,0.71172,1.30822,0.76258,0.76266,0.77336,0.59188,0.9891,0.90391,1.32127,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
44,2983.65,0.78874,0.69446,1.29278,0.77109,0.76849,0.77971,0.59687,0.9857,0.89982,1.31849,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
45,3041.12,0.78346,0.68603,1.29313,0.76576,0.77761,0.77997,0.59767,0.9879,0.89186,1.32182,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
46,3098.67,0.77784,0.67225,1.28557,0.77668,0.76472,0.77799,0.59743,0.99001,0.88746,1.32412,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
47,3156.1,0.76841,0.67112,1.27002,0.77256,0.77442,0.78103,0.59989,0.98282,0.87868,1.31625,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
48,3213.85,0.76408,0.65935,1.27752,0.76893,0.77689,0.78254,0.59952,0.98317,0.87377,1.31388,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
49,3271.49,0.75788,0.64599,1.26451,0.76925,0.78171,0.78369,0.60156,0.98295,0.87251,1.31495,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
50,3329.08,0.75107,0.63643,1.26387,0.76394,0.78644,0.78476,0.60337,0.98011,0.87072,1.31288,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
