epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,306.622,1.29835,2.96758,1.74703,0.43651,0.48815,0.43691,0.27581,1.4023,2.68179,1.93318,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,522.544,1.24076,2.2137,1.67771,0.5321,0.54121,0.52222,0.27439,1.636,2.38018,2.11686,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,663.216,1.30489,2.10721,1.73766,0.41647,0.51518,0.43109,0.24833,1.69263,2.2048,2.30065,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,726.862,1.34328,2.05329,1.7606,0.4944,0.554,0.50143,0.35769,1.39537,1.81636,1.82924,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,790.371,1.28642,1.91541,1.71693,0.464,0.51674,0.51136,0.3513,1.35124,1.95937,1.78012,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,854.174,1.24471,1.83867,1.67372,0.61007,0.67772,0.60331,0.43208,1.27219,1.39631,1.6834,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,983.972,1.20706,1.74441,1.64404,0.52377,0.68554,0.61286,0.43384,1.2584,1.34994,1.64842,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,1106.38,1.17862,1.68957,1.61852,0.57004,0.69018,0.63895,0.4644,1.16556,1.28374,1.55927,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,1192.04,1.15516,1.63868,1.59719,0.64991,0.68719,0.65837,0.47684,1.1953,1.23967,1.55835,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1292.49,1.13239,1.60236,1.5843,0.56958,0.68458,0.64426,0.46548,1.22212,1.21996,1.5905,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1458.15,1.12896,1.59542,1.57906,0.62229,0.74201,0.66357,0.48973,1.16948,1.14994,1.53087,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1567.17,1.10716,1.52746,1.55655,0.64126,0.74329,0.68267,0.50183,1.09614,1.10839,1.49058,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
