epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,76.6292,1.33599,3.56619,1.79375,0.12343,0.21472,0.15602,0.09229,1.51732,3.82105,2.07185,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599
2,142.844,1.19383,2.75052,1.68921,0.38173,0.43071,0.34683,0.2308,1.36328,3.00313,1.8901,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747
3,205.906,1.09257,2.18345,1.57643,0.44669,0.49081,0.39874,0.2393,1.45338,2.97797,2.01534,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695
4,268.405,1.05438,1.94539,1.51938,0.5591,0.58412,0.54447,0.37448,1.26649,2.15487,1.71693,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,330.941,1.02067,1.76395,1.48618,0.5903,0.62586,0.58347,0.4138,1.22891,1.86668,1.64474,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,392.816,1.00576,1.65387,1.46755,0.6153,0.63081,0.59522,0.43299,1.16317,1.73021,1.59056,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,454.704,0.98146,1.55711,1.44666,0.64771,0.6201,0.63116,0.44807,1.17468,1.63934,1.57661,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,526.421,0.97126,1.48267,1.43287,0.64855,0.65719,0.63732,0.45381,1.17003,1.5168,1.58541,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,589.963,0.95289,1.4202,1.41927,0.67607,0.644,0.65665,0.47356,1.13378,1.40795,1.50989,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,651.799,0.95059,1.37791,1.41322,0.68228,0.67026,0.6622,0.47318,1.1325,1.37248,1.50841,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,713.572,0.92986,1.32716,1.39813,0.68888,0.69164,0.68107,0.49265,1.12913,1.29387,1.49347,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
