epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,194.039,1.29215,2.97197,1.73982,0.51623,0.57869,0.49912,0.31757,1.3003,2.51556,1.76397,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,261.034,1.22886,2.18627,1.66898,0.46506,0.27877,0.24598,0.15731,1.87941,3.37728,2.52043,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,327.356,1.27998,2.07062,1.72107,0.31453,0.45332,0.35912,0.18796,1.81911,2.39715,2.16371,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,393.694,1.31858,2.03816,1.75894,0.50079,0.58162,0.48365,0.3141,1.54892,2.1079,2.05362,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,459.705,1.26658,1.90118,1.71266,0.49278,0.6483,0.54989,0.3954,1.30796,1.53441,1.74118,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,525.262,1.23739,1.82044,1.67202,0.52802,0.68305,0.59141,0.42436,1.24135,1.40553,1.62771,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,590.679,1.19161,1.7362,1.63542,0.46211,0.64204,0.57971,0.41064,1.20941,1.52192,1.6628,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,656.75,1.17101,1.66273,1.618,0.48945,0.71851,0.62217,0.45942,1.195,1.30457,1.55773,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,745.041,1.14946,1.63389,1.59975,0.57529,0.73875,0.6505,0.47619,1.12126,1.2017,1.51956,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1020.92,1.12456,1.60126,1.58375,0.58906,0.73934,0.66624,0.4996,1.12373,1.1806,1.52264,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
