epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,80.0991,1.2961,2.976,1.7439,0.49325,0.59565,0.47853,0.33439,1.23621,2.56231,1.64191,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,142.847,1.23238,2.22539,1.67514,0.4767,0.53746,0.48117,0.29636,1.4669,2.10763,1.90851,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,204.851,1.3027,2.08931,1.73585,0.38091,0.48917,0.43272,0.25507,1.63825,2.18574,2.11424,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,267.209,1.33051,2.0369,1.75592,0.45052,0.55102,0.45358,0.2758,1.47763,2.00282,1.96897,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,329.386,1.28594,1.91428,1.71781,0.43536,0.61875,0.54153,0.37521,1.4022,1.74641,1.79585,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,391.704,1.24274,1.82374,1.68198,0.48603,0.64777,0.56195,0.39017,1.30767,1.46629,1.76519,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,453.969,1.20433,1.75217,1.64329,0.45271,0.65561,0.552,0.38738,1.25998,1.52767,1.67054,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,516.114,1.17338,1.68139,1.61757,0.51889,0.66129,0.60787,0.45001,1.20346,1.30979,1.61348,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,578.068,1.15214,1.64391,1.60075,0.57787,0.66018,0.65452,0.48026,1.18886,1.28153,1.58707,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,639.933,1.13289,1.59579,1.58784,0.58792,0.71824,0.67423,0.48879,1.18136,1.17928,1.54854,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,701.947,1.13043,1.57292,1.57929,0.59229,0.73846,0.69697,0.51274,1.15301,1.13844,1.52322,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,764.272,1.10217,1.51705,1.55359,0.58084,0.69484,0.66739,0.49047,1.09852,1.12242,1.49592,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,826.134,1.09563,1.50352,1.54687,0.69409,0.68384,0.68994,0.50334,1.10687,1.1022,1.4987,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,888.321,1.08125,1.46652,1.5313,0.65103,0.74618,0.68672,0.50814,1.12546,1.09784,1.48898,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,950.133,1.08117,1.45543,1.53123,0.71256,0.75078,0.72368,0.53756,1.04462,1.04849,1.41014,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,1012.55,1.07194,1.43297,1.52188,0.68447,0.72399,0.71205,0.53173,1.07923,1.02599,1.45627,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1074.48,1.05019,1.40755,1.50729,0.65668,0.78673,0.72118,0.53483,1.08253,1.03499,1.45463,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,1136.48,1.04513,1.38831,1.50363,0.70243,0.74502,0.71523,0.53385,1.03661,0.99635,1.39666,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,1198.5,1.031,1.35185,1.48705,0.70403,0.74803,0.72001,0.54275,1.02853,1.0194,1.39287,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,1261.11,1.03408,1.33804,1.48028,0.76122,0.7355,0.7441,0.55454,0.99456,0.93392,1.37553,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,1323.07,1.02543,1.33415,1.47831,0.70062,0.77674,0.7587,0.57743,1.02427,0.94753,1.38056,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,1385.35,1.01872,1.31622,1.47379,0.72463,0.77362,0.75499,0.57065,0.99317,0.92459,1.35342,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,1447.62,1.01222,1.28648,1.46988,0.71052,0.79477,0.73233,0.5558,0.99658,0.97404,1.36693,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,1509.62,1.00035,1.28145,1.46207,0.75341,0.74601,0.76263,0.56539,1.02954,0.91153,1.37005,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,1571.47,1.00321,1.2831,1.46256,0.70557,0.77856,0.7279,0.55009,1.00619,0.92922,1.35643,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,1633.48,1.01102,1.28514,1.46693,0.70543,0.77696,0.76629,0.58465,0.97429,0.91618,1.33074,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,1695.51,1.00226,1.2663,1.45817,0.73639,0.77017,0.75151,0.57901,0.96623,0.89024,1.34269,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,1757.36,0.98867,1.25068,1.44975,0.72745,0.79894,0.75129,0.57509,0.97723,0.89124,1.33017,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,1819.22,0.97434,1.21753,1.43094,0.76164,0.78696,0.77534,0.58861,0.96018,0.89294,1.31573,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,1881.08,0.97787,1.22026,1.4315,0.72274,0.76753,0.74482,0.5648,0.94784,0.86874,1.31072,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,1943.34,0.97616,1.21359,1.43442,0.7823,0.79685,0.78956,0.60046,0.94276,0.84027,1.29071,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2005.29,0.96662,1.19547,1.42587,0.75369,0.80882,0.7889,0.60137,0.9459,0.84496,1.29282,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2067.58,0.96398,1.18638,1.42238,0.78333,0.81746,0.79134,0.6053,0.92737,0.82961,1.27745,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2129.91,0.95824,1.16304,1.41915,0.74833,0.82829,0.78916,0.598,0.95376,0.81881,1.30373,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2192.04,0.96955,1.16727,1.42132,0.80964,0.77811,0.79357,0.603,0.93444,0.83159,1.28902,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,2254.36,0.95493,1.14592,1.41481,0.7776,0.81254,0.78292,0.60245,0.92708,0.82356,1.28039,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,2316.22,0.95126,1.15132,1.41176,0.78822,0.82369,0.79996,0.61841,0.92643,0.79108,1.28276,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,2378.27,0.94516,1.13999,1.40793,0.75739,0.80907,0.7908,0.61216,0.94046,0.80416,1.29983,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,2440.18,0.93651,1.1276,1.39778,0.78936,0.78015,0.79029,0.60947,0.9314,0.78077,1.27591,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,2501.81,0.94493,1.13109,1.40389,0.8236,0.78722,0.79402,0.61205,0.92468,0.77451,1.27955,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,2563.43,0.92959,1.11081,1.39497,0.80439,0.80035,0.78724,0.6108,0.93924,0.78672,1.28118,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,2625.32,0.93588,1.1116,1.40023,0.78059,0.78485,0.78588,0.60918,0.90944,0.81982,1.26272,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,2687.22,0.93279,1.09878,1.38713,0.7772,0.81971,0.79296,0.60888,0.919,0.78168,1.27925,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,2749.42,0.91921,1.08782,1.38533,0.77843,0.81565,0.8047,0.62808,0.90733,0.75626,1.25826,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,2811.65,0.915,1.06288,1.38359,0.77944,0.82009,0.80146,0.61887,0.91573,0.77962,1.26826,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,2874.02,0.91873,1.08658,1.38056,0.81695,0.80747,0.79921,0.62244,0.90657,0.75691,1.26851,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,2936.37,0.90968,1.06395,1.37485,0.79423,0.82669,0.80791,0.62008,0.90837,0.77195,1.26282,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,2998.24,0.90616,1.05026,1.37347,0.79401,0.81832,0.80423,0.62337,0.89655,0.75985,1.25238,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3060,0.9073,1.04538,1.37338,0.81488,0.80016,0.79064,0.61635,0.89428,0.79257,1.25295,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,3121.92,0.90277,1.03257,1.36934,0.83361,0.82483,0.81031,0.6279,0.90569,0.75352,1.26395,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,3183.35,0.89728,1.02773,1.3621,0.80073,0.82734,0.79799,0.62237,0.89907,0.77038,1.25591,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,3245.2,0.88847,1.0266,1.36096,0.82826,0.78894,0.80867,0.63011,0.89555,0.75494,1.2563,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,3307.6,0.8986,1.02981,1.36195,0.81075,0.81639,0.81031,0.63116,0.88882,0.74226,1.24506,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,3369.81,0.89621,1.01942,1.36014,0.81223,0.80291,0.80988,0.63239,0.87318,0.74074,1.2326,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,3432.01,0.88205,1.00136,1.35382,0.79669,0.83289,0.8105,0.62647,0.88199,0.74789,1.23884,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,3494.63,0.88607,0.99744,1.35017,0.82871,0.82163,0.8064,0.62899,0.88508,0.7508,1.23421,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,3556.57,0.88935,1.00265,1.35849,0.81831,0.80768,0.81219,0.63701,0.88272,0.74121,1.24289,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,3618.55,0.87919,1.00354,1.34897,0.80457,0.82441,0.82168,0.63674,0.88443,0.72611,1.23985,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,3681.15,0.88682,0.99617,1.35395,0.80762,0.82159,0.82178,0.63752,0.86741,0.73756,1.22519,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,3743.12,0.87218,0.98381,1.34501,0.81254,0.81102,0.81264,0.63075,0.87176,0.73752,1.22676,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,3805.09,0.86946,0.97992,1.33842,0.82748,0.81907,0.82231,0.64194,0.87564,0.71893,1.23016,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,3867.3,0.87486,0.96937,1.33952,0.82388,0.82239,0.82708,0.64457,0.86894,0.70308,1.22516,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3948.8,0.85929,0.94843,1.33118,0.8262,0.82147,0.8256,0.6355,0.88714,0.72319,1.2349,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,4011.04,0.85418,0.95193,1.33798,0.80441,0.83297,0.81743,0.63371,0.89354,0.71278,1.24789,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,4072.65,0.85236,0.95041,1.32831,0.82539,0.81046,0.83013,0.64635,0.86702,0.6977,1.22208,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,4134.91,0.84561,0.93597,1.32498,0.82202,0.82822,0.82687,0.6474,0.86534,0.70405,1.21679,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,4196.48,0.85198,0.93201,1.32432,0.8082,0.8266,0.81958,0.64392,0.87572,0.70956,1.23073,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,4258.36,0.8523,0.91498,1.32366,0.8313,0.82576,0.82909,0.65283,0.86695,0.70156,1.21817,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,4320.31,0.84087,0.91828,1.31573,0.81951,0.8316,0.82654,0.6483,0.86419,0.69798,1.21524,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,4382.29,0.8346,0.90688,1.31386,0.83152,0.8297,0.83598,0.65403,0.86416,0.69025,1.2224,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,4444.09,0.83823,0.90447,1.30955,0.81815,0.84468,0.83335,0.65227,0.86315,0.69333,1.21499,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,4505.96,0.84503,0.90238,1.31345,0.82449,0.83043,0.83879,0.65725,0.86918,0.68087,1.21859,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,4567.84,0.83213,0.89345,1.30708,0.83649,0.8185,0.83526,0.64906,0.87428,0.69187,1.22796,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,4629.87,0.83313,0.8868,1.30487,0.82549,0.83299,0.83384,0.65811,0.86327,0.69622,1.21936,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,4692.15,0.8297,0.87766,1.30279,0.83222,0.82108,0.83653,0.65715,0.85899,0.68984,1.21812,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,4754.61,0.82029,0.8633,1.29862,0.82974,0.8247,0.83421,0.65327,0.85601,0.69987,1.21878,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,4816.58,0.81923,0.86138,1.29859,0.8338,0.82392,0.83788,0.65496,0.86533,0.69853,1.2254,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,4878.53,0.81922,0.86643,1.29463,0.83603,0.81813,0.83304,0.65256,0.87196,0.70756,1.22953,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,4940.22,0.81392,0.85609,1.29164,0.83609,0.82051,0.828,0.65239,0.8711,0.70852,1.22863,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,5002.2,0.8107,0.84089,1.28787,0.82548,0.82126,0.83041,0.65745,0.87207,0.70754,1.22955,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,5063.94,0.80632,0.85577,1.29166,0.8244,0.823,0.82952,0.65578,0.87111,0.70825,1.22876,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,5125.8,0.80107,0.8367,1.27972,0.82181,0.8179,0.82738,0.65557,0.86577,0.70615,1.22768,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,5187.48,0.80747,0.85033,1.28897,0.81721,0.83059,0.83109,0.65755,0.86429,0.70358,1.22758,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,5249.06,0.80228,0.83354,1.2786,0.80676,0.8423,0.82903,0.65601,0.86541,0.70791,1.23003,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,5310.41,0.80375,0.83494,1.28402,0.83244,0.83907,0.83106,0.65698,0.862,0.70892,1.22673,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,5371.74,0.79308,0.81692,1.27841,0.82693,0.83005,0.83299,0.66057,0.85927,0.70172,1.22458,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,5433.15,0.79657,0.81625,1.27876,0.83125,0.81813,0.83194,0.66164,0.85672,0.70443,1.22126,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,5494.49,0.78859,0.80339,1.27054,0.83877,0.82312,0.83507,0.66322,0.8548,0.70337,1.21663,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,5556.07,0.78827,0.80013,1.26926,0.84063,0.82765,0.83507,0.66355,0.85393,0.70697,1.21449,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,5618.27,0.78084,0.78818,1.26764,0.83824,0.82683,0.83726,0.66281,0.85534,0.70895,1.21434,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,5678.6,0.80243,0.65655,1.33059,0.81889,0.85429,0.83641,0.66154,0.85951,0.70774,1.21912,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,5736.79,0.78289,0.61569,1.30589,0.82354,0.85499,0.83653,0.66337,0.85834,0.70466,1.21672,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,5794.67,0.76875,0.5988,1.29287,0.82153,0.85328,0.8353,0.66155,0.85894,0.69948,1.21642,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,5852.36,0.76608,0.58362,1.2902,0.82621,0.85367,0.83763,0.66263,0.85734,0.69792,1.21466,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,5909.71,0.75657,0.58286,1.27956,0.82753,0.84385,0.83705,0.66189,0.85398,0.69354,1.21173,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,5967.66,0.75537,0.57624,1.28283,0.8338,0.84272,0.83681,0.66313,0.85345,0.69158,1.21158,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,6025.19,0.75055,0.5691,1.27678,0.8336,0.84222,0.83795,0.66427,0.85359,0.69365,1.212,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,6082.95,0.73845,0.56534,1.26673,0.83243,0.83997,0.83734,0.66491,0.85429,0.69236,1.21373,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,6140.7,0.73618,0.55362,1.26449,0.82833,0.84369,0.83863,0.66616,0.85474,0.69114,1.21486,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,6198.83,0.73058,0.54818,1.26213,0.83182,0.84222,0.83898,0.66586,0.85297,0.68961,1.21222,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
