epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,81.1211,1.29959,2.97179,1.75107,0.5029,0.52582,0.48482,0.33725,1.23153,2.34886,1.65656,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268,0.00998039,0.0033268
2,144.493,1.23705,2.18511,1.67231,0.24206,0.43131,0.25774,0.13111,1.8602,3.05473,2.56669,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942,0.0197826,0.0065942
3,206.081,1.3131,2.12441,1.75253,0.38059,0.46741,0.41412,0.24085,1.68845,2.25019,2.13514,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559,0.0293868,0.00979559
4,267.914,1.33924,2.0488,1.76804,0.43841,0.5682,0.47244,0.3027,1.5838,1.88349,2.01875,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,329.849,1.27586,1.92604,1.7109,0.38692,0.56487,0.48954,0.34113,1.42446,2.18175,1.81441,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,391.357,1.24268,1.83094,1.68043,0.49686,0.58808,0.5017,0.32401,1.48172,1.72274,1.8595,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,452.921,1.21117,1.77313,1.65087,0.49829,0.65791,0.58033,0.42518,1.23034,1.40249,1.61694,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,514.487,1.18139,1.68854,1.62644,0.48992,0.71642,0.58779,0.40865,1.2718,1.35542,1.65316,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,576.112,1.16363,1.65105,1.60682,0.47436,0.73659,0.62514,0.44291,1.24683,1.30969,1.63684,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,637.635,1.13395,1.6115,1.59435,0.58204,0.72312,0.67111,0.5028,1.12585,1.15884,1.52067,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
