epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,83.1085,1.32453,3.56308,1.78661,0.12432,0.16687,0.15769,0.09613,1.53486,3.87553,2.11262,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599
2,146.56,1.19427,2.75246,1.68729,0.40057,0.43468,0.35906,0.24313,1.37694,2.9162,1.89058,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747
3,210.247,1.09023,2.18832,1.57488,0.53934,0.56311,0.51514,0.3696,1.25677,2.38744,1.7103,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695
4,273.21,1.05961,1.93592,1.51731,0.56603,0.6006,0.55768,0.3997,1.22827,2.11482,1.66379,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,336.254,1.02303,1.76721,1.48317,0.58973,0.63579,0.58567,0.42227,1.19302,1.88971,1.59728,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,399.253,1.0017,1.62693,1.45405,0.62366,0.63556,0.61731,0.44715,1.16328,1.70949,1.57625,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,466.364,0.98107,1.54896,1.44102,0.62159,0.66916,0.6413,0.46275,1.16855,1.60563,1.55747,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,528.991,0.97812,1.48547,1.43163,0.62217,0.66295,0.65116,0.47081,1.15282,1.50079,1.52651,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,591.411,0.95425,1.41613,1.41217,0.64433,0.66375,0.65828,0.47617,1.16724,1.44374,1.57424,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,653.708,0.93976,1.36742,1.39885,0.66501,0.68296,0.67294,0.48814,1.15741,1.38063,1.52271,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,715.747,0.93132,1.31969,1.395,0.69342,0.69134,0.68849,0.50315,1.12057,1.27518,1.50209,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,778.134,0.929,1.28505,1.38872,0.68858,0.69161,0.69273,0.5032,1.11637,1.24376,1.48844,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,840.48,0.91939,1.265,1.38115,0.69394,0.69416,0.69277,0.51281,1.08401,1.2169,1.45664,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,902.726,0.9146,1.2405,1.37799,0.70035,0.69371,0.70359,0.51596,1.06901,1.17116,1.44572,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,965.23,0.91116,1.21196,1.37283,0.68238,0.72039,0.7024,0.51401,1.08661,1.17404,1.45257,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,1027.71,0.89903,1.18024,1.36296,0.71632,0.6977,0.71672,0.53183,1.08413,1.12465,1.45172,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,1089.64,0.88726,1.15647,1.35046,0.71699,0.71288,0.71678,0.5333,1.06125,1.10422,1.42387,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,1152.01,0.89428,1.14129,1.35185,0.70949,0.7206,0.71985,0.53328,1.07486,1.06907,1.42173,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,1214.34,0.88721,1.12218,1.34988,0.71292,0.72936,0.72318,0.53422,1.06284,1.07468,1.4292,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
20,1276.98,0.88141,1.10322,1.34691,0.72408,0.73072,0.73502,0.54692,1.04911,1.02602,1.39763,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
21,1339.03,0.87625,1.09512,1.33827,0.71423,0.74807,0.73231,0.53867,1.07486,1.0404,1.42537,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
22,1401.14,0.8733,1.08446,1.33425,0.72144,0.73869,0.73533,0.54807,1.04663,1.02044,1.40374,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
23,1464.37,0.85714,1.04407,1.3237,0.70849,0.74479,0.7363,0.54658,1.0573,1.00871,1.42505,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
24,1527.22,0.86844,1.04661,1.33145,0.71602,0.74516,0.7335,0.54065,1.08222,1.02312,1.44073,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
25,1600.3,0.84888,1.03032,1.31182,0.74418,0.7396,0.74364,0.55955,1.02298,0.98423,1.38717,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
26,1663.19,0.85185,1.01619,1.31786,0.74457,0.73474,0.74471,0.55484,1.04865,0.98344,1.41049,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
27,1725.34,0.85614,1.01391,1.31775,0.74978,0.73889,0.75262,0.56134,1.03347,0.97238,1.38785,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
28,1787.82,0.84086,0.99396,1.30637,0.74485,0.7459,0.75661,0.56683,1.03074,0.95564,1.38041,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
29,1849.82,0.84161,0.98834,1.30524,0.75743,0.74346,0.75353,0.56367,1.01806,0.95317,1.36466,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
30,1912.78,0.84082,0.97928,1.3034,0.74851,0.73188,0.75514,0.5681,1.01463,0.94384,1.36923,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
31,1975.22,0.83295,0.97385,1.30295,0.73785,0.76087,0.75271,0.56691,1.02541,0.9479,1.3769,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
32,2037.62,0.82872,0.94391,1.29563,0.75105,0.74024,0.76112,0.57263,1.01118,0.92627,1.36672,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
33,2103.32,0.82344,0.93359,1.29005,0.75234,0.76128,0.76729,0.57746,1.01085,0.91749,1.37346,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
