epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1187.21,1.35701,3.57595,1.80553,0.17741,0.17815,0.14479,0.08482,1.48872,3.87814,2.06975,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599,0.000997797,0.000332599
2,1254.11,1.20714,2.76335,1.69331,0.37259,0.42121,0.33967,0.23162,1.33641,2.98269,1.83793,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747,0.00195824,0.000652747
3,1321.62,1.09519,2.19679,1.5752,0.49958,0.57031,0.50714,0.34679,1.28812,2.44799,1.72613,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695,0.00287908,0.000959695
4,1387.26,1.05026,1.93401,1.51491,0.51945,0.58008,0.53743,0.38416,1.25475,2.25587,1.73398,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406,0.0028218,0.0009406
5,1450.17,1.03534,1.77589,1.49363,0.57475,0.6009,0.58103,0.41661,1.18811,2.0032,1.62662,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208,0.0027624,0.0009208
6,1512.82,0.99971,1.65092,1.45918,0.60342,0.63807,0.62993,0.45415,1.16086,1.72223,1.57123,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
7,1575.31,0.98771,1.57554,1.45096,0.64172,0.66012,0.63916,0.46655,1.13787,1.59075,1.55369,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
8,1637.55,0.97693,1.49442,1.43546,0.64052,0.69527,0.65385,0.48146,1.11228,1.49683,1.50225,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
9,1699.96,0.96632,1.45256,1.42205,0.62652,0.6689,0.65009,0.47507,1.12794,1.49761,1.55672,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
10,1761.72,0.93967,1.38237,1.40401,0.68247,0.69701,0.67552,0.49375,1.1038,1.34311,1.49847,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
11,1826.71,0.93122,1.34402,1.40193,0.6806,0.68849,0.68132,0.50574,1.09185,1.28866,1.48119,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
12,1888.46,0.93874,1.31469,1.40357,0.66977,0.73951,0.69437,0.51613,1.06459,1.24146,1.44565,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
13,1950.31,0.92447,1.27197,1.38404,0.71879,0.70514,0.7051,0.52532,1.05085,1.19196,1.43358,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
14,2012.06,0.91249,1.23249,1.3748,0.71828,0.70719,0.70194,0.52513,1.0679,1.19347,1.44278,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
15,2075.03,0.91849,1.2114,1.37507,0.72722,0.72647,0.71058,0.52758,1.06015,1.1521,1.45253,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
16,2136.66,0.90998,1.2048,1.37108,0.71332,0.72523,0.71895,0.5427,1.05086,1.12397,1.43261,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
17,2198.3,0.9065,1.17216,1.36487,0.71335,0.72483,0.71772,0.53685,1.04715,1.08959,1.4252,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
18,2260.6,0.88703,1.14376,1.35111,0.72853,0.73887,0.73129,0.55003,1.03536,1.06809,1.42699,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
19,2322.24,0.88888,1.12318,1.35072,0.71589,0.73519,0.7219,0.54593,1.03408,1.08301,1.41863,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
20,2384.53,0.88178,1.118,1.35088,0.76229,0.75539,0.74666,0.56319,1.01561,1.01809,1.38684,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
21,2446.28,0.87967,1.10161,1.34701,0.73909,0.76646,0.74476,0.56239,1.02278,1.0087,1.40362,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
22,2520.86,0.86767,1.07056,1.33435,0.75959,0.73311,0.74303,0.56115,1.02212,1.00879,1.40218,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
23,2587.52,0.86883,1.07095,1.33471,0.75325,0.7397,0.74305,0.55587,1.02108,1.03508,1.39989,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
24,2649.74,0.87003,1.05539,1.32956,0.76775,0.7538,0.76079,0.57553,1.00507,0.96543,1.38165,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
25,2712.72,0.85673,1.04143,1.31698,0.74052,0.73223,0.74772,0.55964,1.03933,1.00631,1.40635,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
26,2776.1,0.85796,1.03748,1.32108,0.76916,0.75561,0.76464,0.57705,1.0029,0.95306,1.37419,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
27,2838.69,0.84618,1.01093,1.31034,0.77194,0.75613,0.7574,0.57382,0.99592,0.95017,1.36658,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
28,2901.82,0.84554,1.00375,1.3128,0.76073,0.76663,0.76571,0.57885,1.00265,0.93945,1.36929,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
29,2967.98,0.84159,0.99379,1.30868,0.78091,0.75701,0.77327,0.58638,1.00107,0.9237,1.36545,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
30,3032.25,0.83361,0.98437,1.30198,0.77153,0.77546,0.77546,0.58963,0.98291,0.90476,1.36026,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
31,3097.02,0.83553,0.97793,1.30445,0.76926,0.77653,0.78124,0.58784,0.99741,0.90623,1.36375,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
32,3160.78,0.83018,0.95875,1.30003,0.76694,0.77499,0.78182,0.59027,0.9981,0.90623,1.35978,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
33,3224.6,0.83042,0.9499,1.29453,0.78595,0.76467,0.77714,0.58924,0.99643,0.91046,1.35432,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
34,3288.89,0.82138,0.94327,1.29272,0.77952,0.75371,0.77027,0.58739,0.98259,0.90549,1.3494,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
35,3352.95,0.8165,0.93272,1.28635,0.75605,0.78042,0.77828,0.58897,0.98892,0.89169,1.36094,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
36,3417.51,0.82427,0.93003,1.29384,0.77049,0.76992,0.78198,0.59673,0.98779,0.88197,1.34967,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
37,3481.89,0.81413,0.92222,1.28575,0.78946,0.7614,0.78516,0.59666,0.98584,0.87884,1.34464,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
38,3546.34,0.81066,0.89938,1.27674,0.79254,0.75657,0.785,0.59691,0.97986,0.88276,1.34114,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
